t, x, xd, y, yd
1.381229999999999869e+01,-7.602133813011706653e-01,-5.550324335360555805e-01,-8.042820128883618747e-01,-7.150305212797136711e-02
1.384319999999999951e+01,-7.775224359996755208e-01,-5.651322955644649815e-01,-8.060587572465731654e-01,-4.350357488280327811e-02
1.387409999999999854e+01,-7.951284705455227142e-01,-5.742529376458016532e-01,-8.069710218039255478e-01,-1.555154649902011285e-02
1.390499999999999936e+01,-8.130010983501665400e-01,-5.823863390868782020e-01,-8.070204576696130561e-01,1.234072328778171995e-02
1.393589999999999840e+01,-8.311097130686816437e-01,-5.895262795902944664e-01,-8.062091267530612226e-01,4.015898859320482517e-02
1.396679999999999922e+01,-8.494235427153336015e-01,-5.956682437365302674e-01,-8.045395585687381557e-01,6.788726066488949551e-02
1.399769999999999825e+01,-8.679117010585218894e-01,-6.008093399540028745e-01,-8.020148012785053293e-01,9.550798777072888601e-02
1.402859999999999907e+01,-8.865432367028386329e-01,-6.049482314635712399e-01,-7.986384673676916179e-01,1.230022228246368671e-01
1.405949999999999811e+01,-9.052871801946695829e-01,-6.080850770873378330e-01,-7.944147743173102239e-01,1.503497798043322564e-01
1.409039999999999893e+01,-9.241125894279944575e-01,-6.102214801488300422e-01,-7.893485806034767904e-01,1.775293799354772106e-01
1.412129999999999797e+01,-9.429885935766806337e-01,-6.113604439738329344e-01,-7.834454173262479504e-01,2.045187885353672019e-01
1.415219999999999878e+01,-9.618844357373292908e-01,-6.115063327376294433e-01,-7.767115157437161077e-01,2.312949433301634272e-01
1.418309999999999782e+01,-9.807695144310638602e-01,-6.106648366028160080e-01,-7.691538309632441894e-01,2.578340749836178780e-01
1.421399999999999864e+01,-9.996134240827450057e-01,-6.088429402586069683e-01,-7.607800620200211306e-01,2.841118205037549971e-01
1.424489999999999945e+01,-1.018385994570784492e+00,-6.060488941128642226e-01,-7.515986685535899214e-01,3.101033301271802212e-01
1.427579999999999849e+01,-1.037057329919534032e+00,-6.022921875063820263e-01,-7.416188842754128929e-01,3.357833682191779801e-01
1.430669999999999931e+01,-1.055597846188293554e+00,-5.975835234188361378e-01,-7.308507274048098301e-01,3.611264086712269727e-01
1.433759999999999835e+01,-1.073978308595926690e+00,-5.919347942202928259e-01,-7.193050082365340936e-01,3.861067252260401705e-01
1.436849999999999916e+01,-1.092169867907462733e+00,-5.853590580937453325e-01,-7.069933339906721015e-01,4.106984771135098189e-01
1.439939999999999820e+01,-1.110144096098395927e+00,-5.778705158149233245e-01,-6.939281110844093270e-01,4.348757903385235268e-01
1.443029999999999902e+01,-1.127873021303582579e+00,-5.694844876272787682e-01,-6.801225449552239510e-01,4.586128349235187862e-01
1.446119999999999806e+01,-1.145329162050171101e+00,-5.602173899941037538e-01,-6.655906375562995470e-01,4.818838983741802751e-01
1.449209999999999887e+01,-1.162485560767922310e+00,-5.500867120473038607e-01,-6.503471826370921249e-01,5.046634556059028665e-01
1.452299999999999791e+01,-1.179315816565148056e+00,-5.391109915845351264e-01,-6.344077589151275731e-01,5.269262355408783627e-01
1.455389999999999873e+01,-1.195794117254412203e+00,-5.273097904939487712e-01,-6.177887212389614469e-01,5.486472845609737803e-01
1.458479999999999777e+01,-1.211895270608720487e+00,-5.147036695095007497e-01,-6.005071898369120920e-01,5.698020269793397929e-01
1.461569999999999858e+01,-1.227594734826310097e+00,-5.013141622201304770e-01,-5.825810377413990215e-01,5.903663226739995773e-01
1.464659999999999940e+01,-1.242868648179999980e+00,-4.871637482737362634e-01,-5.640288764746280714e-01,6.103165220089650234e-01
1.467749999999999844e+01,-1.257693857825530115e+00,-4.722758257320429642e-01,-5.448700400776776975e-01,6.296295181528008822e-01
1.470839999999999925e+01,-1.272047947742136254e+00,-4.566746825456533543e-01,-5.251245675618988473e-01,6.482827968905571225e-01
1.473929999999999829e+01,-1.285909265777840815e+00,-4.403854671300179713e-01,-5.048131838587749387e-01,6.662544840125993462e-01
1.477019999999999911e+01,-1.299256949771530056e+00,-4.234341580329822885e-01,-4.839572793419393282e-01,6.835233903529118749e-01
1.480109999999999815e+01,-1.312070952723693562e+00,-4.058475326933038141e-01,-4.625788879930230468e-01,7.000690545396569542e-01
1.483199999999999896e+01,-1.324332066987849110e+00,-3.876531352970616906e-01,-4.407006642811290287e-01,7.158717835122393458e-01
1.486289999999999800e+01,-1.336021947454949066e+00,-3.688792437455879480e-01,-4.183458588242463527e-01,7.309126908514721466e-01
1.489379999999999882e+01,-1.347123133703622910e+00,-3.495548357543176166e-01,-3.955382928995077041e-01,7.451737329628255191e-01
1.492469999999999786e+01,-1.357619071089747109e+00,-3.297095541071404790e-01,-3.723023318681291660e-01,7.586377431468149801e-01
1.495559999999999867e+01,-1.367494130749704606e+00,-3.093736710952823543e-01,-3.486628575798187413e-01,7.712884635855092874e-01
1.498649999999999771e+01,-1.376733628492618600e+00,-2.885780521737814075e-01,-3.246452398206990386e-01,7.831105752696017053e-01
1.501739999999999853e+01,-1.385323842557958374e+00,-2.673541188720578998e-01,-3.002753068680102388e-01,7.940897258866400632e-01
1.504829999999999934e+01,-1.393252030216056259e+00,-2.457338109982350471e-01,-2.755793152143624081e-01,8.042125556875858727e-01
1.507919999999999838e+01,-1.400506443190372652e+00,-2.237495481795250818e-01,-2.505839185237450084e-01,8.134667213459987334e-01
1.511009999999999920e+01,-1.407076341881675186e+00,-2.014341907834335255e-01,-2.253161358811463510e-01,8.218409178216142807e-01
1.514099999999999824e+01,-1.412952008375712332e+00,-1.788210002666430487e-01,-1.998033193973089150e-01,8.293248982379519685e-01
1.517189999999999905e+01,-1.418124758217457204e+00,-1.559435990002377426e-01,-1.740731212298250175e-01,8.359094917817909698e-01
1.520279999999999809e+01,-1.422586950936498562e+00,-1.328359296216100327e-01,-1.481534600816414304e-01,8.415866196307969505e-01
1.523369999999999891e+01,-1.426331999309763177e+00,-1.095322139647047360e-01,-1.220724872377757231e-01,8.463493089143269144e-01
1.526459999999999795e+01,-1.429354377349343119e+00,-8.606691162153178032e-02,-9.585855220100297780e-02,8.501917047113456416e-01
1.529549999999999876e+01,-1.431649627004872638e+00,-6.247467818880964030e-02,-6.954016798706907920e-02,8.531090800885250403e-01
1.532639999999999780e+01,-1.433214363571563732e+00,-3.879032325452189123e-02,-4.314597613999916759e-02,8.550978441808452235e-01
1.535729999999999862e+01,-1.434046279796721945e+00,-1.504876817976728148e-02,-1.670471152791198552e-02,8.561555483164285940e-01
1.538819999999999766e+01,-1.434144148679276975e+00,8.714996268110848654e-03,9.754833020198885180e-03,8.562808901868181888e-01
1.541909999999999847e+01,-1.433507824958605514e+00,3.246595237483806962e-02,3.620384217638204782e-02,8.554737160634924287e-01
1.544999999999999929e+01,-1.432138245290660139e+00,5.616909797437150131e-02,6.261351361393319159e-02,8.537350210610206158e-01
1.548089999999999833e+01,-1.430037427111173320e+00,7.978948892330470222e-02,8.895509348556844553e-02,8.510669474469151341e-01
1.551179999999999914e+01,-1.427208466187450897e+00,1.032922814979097825e-01,1.151999118191899263e-01,8.474727809978838122e-01
1.554269999999999818e+01,-1.423655532862021067e+00,1.266427746574064206e-01,1.413194177708536059e-01,8.429569454018192021e-01
1.557359999999999900e+01,-1.419383866993134014e+00,1.498064521174285735e-01,1.672852146745743007e-01,8.375249947044397514e-01
1.560449999999999804e+01,-1.414399771598844113e+00,1.727490241780668956e-01,1.930690948284784492e-01,8.311836037990280035e-01
1.563539999999999885e+01,-1.408710605213101541e+00,1.954364692515866142e-01,2.186430739568527293e-01,8.239405569571193189e-01
1.566629999999999789e+01,-1.402324772963980726e+00,2.178350750356275178e-01,2.439794252874645519e-01,8.158047343973178211e-01
1.569719999999999871e+01,-1.395251716385814689e+00,2.399114792787411798e-01,2.690507131835254695e-01,8.067860968885568473e-01
1.572809999999999775e+01,-1.387501901978650531e+00,2.616327100861815524e-01,2.938298262694453156e-01,7.968956683831267540e-01
1.575899999999999856e+01,-1.379086808530006980e+00,2.829662257152837923e-01,3.182900099894553914e-01,7.861455166735472622e-01
1.578989999999999760e+01,-1.370018913215483414e+00,3.038799538112305076e-01,3.424048985378820853e-01,7.745487320659323327e-01
1.582079999999999842e+01,-1.360311676496233524e+00,3.243423300358674877e-01,3.661485460996898311e-01,7.621194040607291997e-01
1.585169999999999924e+01,-1.349979525832782024e+00,3.443223360441791114e-01,3.894954573395116859e-01,7.488725960297061279e-01
1.588259999999999827e+01,-1.339037838235996647e+00,3.637895367654211953e-01,4.124206170770836621e-01,7.348243178756310723e-01
1.591349999999999909e+01,-1.327502921677341741e+00,3.827141169484908900e-01,4.348995190864887173e-01,7.199914966583077502e-01
1.594439999999999813e+01,-1.315391995381739232e+00,4.010669169340993490e-01,4.569081939560654115e-01,7.043919451673935628e-01
1.597529999999999895e+01,-1.302723169027447891e+00,4.188194676197344313e-01,4.784232359452182948e-01,6.880443284186432695e-01
1.600619999999999976e+01,-1.289515420878401653e+00,4.359440245871731290e-01,4.994218287735101014e-01,6.709681280459515174e-01
1.603709999999999880e+01,-1.275788574875278858e+00,4.524136013667201528e-01,5.198817702765581306e-01,6.531836045565724280e-01
1.606799999999999784e+01,-1.261563276712319714e+00,4.682020018172505793e-01,5.397814958621167669e-01,6.347117574112676186e-01
1.609889999999999688e+01,-1.246860968927470337e+00,4.832838516067707313e-01,5.591001006984593902e-01,6.155742828846839654e-01
1.612979999999999947e+01,-1.231703865033792589e+00,4.976346287846331040e-01,5.778173605656972134e-01,5.957935296539166314e-01
1.616069999999999851e+01,-1.216114922720266778e+00,5.112306934438289874e-01,5.959137512989088892e-01,5.753924520549298371e-01
1.619159999999999755e+01,-1.200117816149993910e+00,5.240493164801869330e-01,6.133704667499969565e-01,5.543945609370445338e-01
1.622250000000000014e+01,-1.183736907383509562e+00,5.360687074648343708e-01,6.301694351927997761e-01,5.328238720351459179e-01
1.625339999999999918e+01,-1.166997216954203109e+00,5.472680416573330042e-01,6.462933340933806337e-01,5.107048517672053700e-01
1.628429999999999822e+01,-1.149924393621790664e+00,5.576274861995609289e-01,6.617256031643540259e-01,4.880623603511939912e-01
1.631519999999999726e+01,-1.132544683328392754e+00,5.671282255449877630e-01,6.764504556185523265e-01,4.649215921203337931e-01
1.634609999999999985e+01,-1.114884897379748940e+00,5.757524861949276929e-01,6.904528875334029481e-01,4.413080128984670503e-01
1.637699999999999889e+01,-1.096972379871657521e+00,5.834835608328826639e-01,7.037186852327751430e-01,4.172472942782335936e-01
1.640789999999999793e+01,-1.078834974378508837e+00,5.903058319708354151e-01,7.162344305879128070e-01,3.927652446231967298e-01
1.643879999999999697e+01,-1.060500989916940862e+00,5.962047952477441681e-01,7.279875041331250740e-01,3.678877365911248920e-01
1.646969999999999956e+01,-1.041999166192772330e+00,6.011670825513414362e-01,7.389660858852860059e-01,3.426406309486786927e-01
1.650059999999999860e+01,-1.023358638133601284e+00,6.051804851703137533e-01,7.491591537486007590e-01,3.170496964178605714e-01
1.653149999999999764e+01,-1.004608899702360336e+00,6.082339772261045052e-01,7.585564793776028436e-01,2.911405252611160011e-01
1.656239999999999668e+01,-9.857797669787564665e-01,6.103177396829970736e-01,7.671486213616807159e-01,2.649384442749608271e-01
1.659329999999999927e+01,-9.669013404853401550e-01,6.114231852932565658e-01,7.749269155836517875e-01,2.384684208207304423e-01
1.662419999999999831e+01,-9.480039667229600564e-01,6.115429849025059150e-01,7.818834625926990300e-01,2.117549634755883925e-01
1.665509999999999735e+01,-9.291181988659467095e-01,6.106710956212187957e-01,7.880111118183699137e-01,1.848220168366384031e-01
1.668599999999999994e+01,-9.102747565503792604e-01,6.088027914635694149e-01,7.933034424370315474e-01,1.576928499559726304e-01
1.671689999999999898e+01,-8.915044846684591073e-01,6.059346971677788130e-01,7.977547406851510647e-01,1.303899378242000806e-01
1.674779999999999802e+01,-8.728383110579346349e-01,6.020648260459502410e-01,8.013599733947689430e-01,1.029348352546647360e-01
1.677869999999999706e+01,-8.543072029469951367e-01,5.971926228703804407e-01,8.041147575054294894e-01,7.534804245034368297e-02
1.680959999999999965e+01,-8.359421219810228010e-01,5.913190129924507099e-01,8.060153252835188242e-01,4.764886146044663984e-02
1.684049999999999869e+01,-8.177739776173131858e-01,5.844464591155090760e-01,8.070584849542400407e-01,1.985524265527328566e-02
1.687139999999999773e+01,-7.998335786258640168e-01,5.765790274119190206e-01,8.072415764232883095e-01,-8.016379733027444859e-03
1.690229999999999677e+01,-7.821515823773672604e-01,5.677224649955378011e-01,8.065624217346035740e-01,-3.595126403686452893e-02
1.693319999999999936e+01,-7.647584415315629158e-01,5.578842911448245179e-01,8.050192698774503164e-01,-6.393655065737763321e-02
1.696409999999999840e+01,-7.476843476582681891e-01,5.470739051314713608e-01,8.026107355206600902e-01,-9.196146582587171048e-02
1.699499999999999744e+01,-7.309591712268732611e-01,5.353027140601805955e-01,7.993357312145454863e-01,-1.200175408554207124e-01
1.702590000000000003e+01,-7.146123972850360051e-01,5.225842847855807216e-01,7.951933925623997368e-01,-1.480988481428164305e-01
1.705679999999999907e+01,-6.986730560097472731e-01,5.089345247642163006e-01,7.901829958246260333e-01,-1.762022551681151905e-01
1.708769999999999811e+01,-6.831696471495991574e-01,4.943718976494300144e-01,7.843038673809429318e-01,-2.043276976654791743e-01
1.711859999999999715e+01,-6.681300571806143562e-01,4.789176805758312838e-01,7.775552844420937637e-01,-2.324784729768732128e-01
1.714949999999999974e+01,-6.535814677628338787e-01,4.625962714440699508e-01,7.699363663752909481e-01,-2.606615543112223987e-01
1.718039999999999878e+01,-6.395502538036513807e-01,4.454355561479011461e-01,7.614459559920151444e-01,-2.888879261625110773e-01
1.721129999999999782e+01,-6.260618690974439904e-01,4.274673476312732534e-01,7.520824901493170511e-01,-3.171729404189089774e-01
1.724219999999999686e+01,-6.131407171090599295e-01,4.087279109757815387e-01,7.418438590457789861e-01,-3.455366916220402596e-01
1.727309999999999945e+01,-6.008100039887904753e-01,3.892585914529029245e-01,7.307272536634955573e-01,-3.740044082768085310e-01
1.730399999999999849e+01,-5.890915703349290933e-01,3.691065656845606835e-01,7.187290009356473997e-01,-4.026068548847544504e-01
1.733489999999999753e+01,-5.780056975413246922e-01,3.483257397836796443e-01,7.058443864296274350e-01,-4.313807362314103222e-01
1.736579999999999657e+01,-5.675708837651854966e-01,3.269778226154489986e-01,6.920674646615342374e-01,-4.603690910681055848e-01
1.739669999999999916e+01,-5.578035836080857957e-01,3.051336071069018496e-01,6.773908576440840212e-01,-4.896216562471960021e-01
1.742759999999999820e+01,-5.487179045061717497e-01,2.828744977343388145e-01,6.618055429777502940e-01,-5.191951740056206521e-01
1.745849999999999724e+01,-5.403252515642441578e-01,2.602943276945499651e-01,6.453006338060673919e-01,-5.491536036677286958e-01
1.748939999999999984e+01,-5.326339111439314378e-01,2.375015143509028870e-01,6.278631543802151160e-01,-5.795681835432228146e-01
1.752029999999999887e+01,-5.256485619490539607e-01,2.146216055106908716e-01,6.094778169599941453e-01,-6.105172679399184510e-01
1.755119999999999791e+01,-5.193697006959927531e-01,1.918002705401471442e-01,5.901268085078584802e-01,-6.420858363891390752e-01
1.758209999999999695e+01,-5.137929678234149922e-01,1.692067869907644961e-01,5.697895993539249249e-01,-6.743645354773334377e-01
1.761299999999999955e+01,-5.089083572829984359e-01,1.470380617167957316e-01,5.484427910298493858e-01,-7.074480659476138911e-01
1.764389999999999858e+01,-5.046992935983855011e-01,1.255231999085816563e-01,5.260600271624209512e-01,-7.414326668617240435e-01
1.767479999999999762e+01,-5.011415596307045028e-01,1.049285878128278782e-01,5.026120001157137196e-01,-7.764123730739572737e-01
1.770569999999999666e+01,-4.982020607024634229e-01,8.556337319157865384e-02,4.780665974306252952e-01,-8.124736322572860825e-01
1.773659999999999926e+01,-4.958374162051633616e-01,6.778509504348996517e-02,4.523892464316744966e-01,-8.496877671987702607e-01
1.776749999999999829e+01,-4.939923804486291425e-01,5.200500855672290229e-02,4.255435328294763231e-01,-8.881006692755617493e-01
1.779839999999999733e+01,-4.925981129676880732e-01,3.869234552389729659e-02,3.974921893908703319e-01,-9.277190340438800087e-01
1.782929999999999993e+01,-4.915703483263371698e-01,2.837631597597876920e-02,3.681985723785593523e-01,-9.684924449811530556e-01
1.786019999999999897e+01,-4.908075609827803887e-01,2.164407336415544170e-02,3.376287632168635811e-01,-1.010290753820062060e+00
1.789109999999999800e+01,-4.901892865800430710e-01,1.913214215330517887e-02,3.057544444336203759e-01,-1.052876615819834827e+00
1.792199999999999704e+01,-4.895748504974328785e-01,2.150801924582206037e-02,2.725566916193039591e-01,-1.095873883373135182e+00
1.795289999999999964e+01,-4.888028669038309570e-01,2.943801179201097074e-02,2.380307804600322319e-01,-1.138734038814912752e+00
1.798379999999999868e+01,-4.876919969937695831e-01,4.353726678883662604e-02,2.021920075917116311e-01,-1.180705116548760092e+00
1.801469999999999771e+01,-4.860435673311784277e-01,6.429903989199028946e-02,1.650823413380038407e-01,-1.220810593537032362e+00
1.804559999999999675e+01,-4.836466982366067757e-01,9.200340071668081099e-02,1.267774357724998635e-01,-1.257849031214268720e+00
1.807649999999999935e+01,-4.802865017267498038e-01,1.266115339925867334e-01,8.739316748673986446e-02,-1.290427580429709842e+00
1.810739999999999839e+01,-4.757555891656919944e-01,1.676605250685146986e-01,4.709045025833817621e-02,-1.317041659115337993e+00
1.813829999999999742e+01,-4.698685176480174586e-01,2.141831658998794574e-01,6.076785397876177663e-03,-1.336206602238259933e+00
1.816919999999999646e+01,-4.624779335175651096e-01,2.646835422899668222e-01,-3.539698045374154584e-02,-1.346633412369937277e+00
1.820009999999999906e+01,-4.534902383958429595e-01,3.171959845300548753e-01,-7.704569141195960480e-02,-1.347421968833071748e+00
1.823099999999999810e+01,-4.428779744192741785e-01,3.694381418936251715e-01,-1.185646138066306643e-01,-1.338228325003316010e+00
1.826189999999999714e+01,-4.306862092343332615e-01,4.190407717226075635e-01,-1.596483120326535610e-01,-1.319358316976716683e+00
1.829279999999999973e+01,-4.170311992078181706e-01,4.638082518080527961e-01,-2.000108208617422667e-01,-1.291754659428823837e+00
1.832369999999999877e+01,-4.020913026484381203e-01,5.019496892713340985e-01,-2.394037058044226896e-01,-1.256875869376868016e+00
1.835459999999999781e+01,-3.860918931561097001e-01,5.322295853761815909e-01,-2.776290862441487817e-01,-1.216498882244664959e+00
1.838549999999999685e+01,-3.692872010377235004e-01,5.540149662422889643e-01,-3.145460371106753583e-01,-1.172496986397554952e+00
1.841639999999999944e+01,-3.519422157617556612e-01,5.672281374654588593e-01,-3.500704101687313052e-01,-1.126643156649283162e+00
1.844729999999999848e+01,-3.343171191479403226e-01,5.722363316725654903e-01,-3.841694129789154366e-01,-1.080470795104519821e+00
1.847819999999999752e+01,-3.166556184611689084e-01,5.697155861722540404e-01,-4.168529148571748499e-01,-1.035200902294183711e+00
1.850909999999999656e+01,-2.991774752308773988e-01,5.605194227563224940e-01,-4.481634307962622521e-01,-9.917268597131291274e-01
1.853999999999999915e+01,-2.820747662773937514e-01,5.455705853792117699e-01,-4.781663041130715386e-01,-9.506393417459418904e-01
1.857089999999999819e+01,-2.655110364542220269e-01,5.257824446785891448e-01,-5.069410408352881259e-01,-9.122731454516165295e-01
1.860179999999999723e+01,-2.496224321610291397e-01,5.020087231404314343e-01,-5.345742370263765197e-01,-8.767614707291069287e-01
1.863269999999999982e+01,-2.345200168496908155e-01,4.750162236295246698e-01,-5.611541709072104256e-01,-8.440882303684269505e-01
1.866359999999999886e+01,-2.202926559651151583e-01,4.454742017919652852e-01,-5.867669123279081189e-01,-8.141334303533720451e-01
1.869449999999999790e+01,-2.070100487857001459e-01,4.139546208579041320e-01,-6.114937014617325417e-01,-7.867098362990354588e-01
1.872539999999999694e+01,-1.947256441094653845e-01,3.809387759471801194e-01,-6.354093258644494258e-01,-7.615910494423895338e-01
1.875629999999999953e+01,-1.834792955860145014e-01,3.468270887752905041e-01,-6.585812454936791349e-01,-7.385320621394846352e-01
1.878719999999999857e+01,-1.732995934948568517e-01,3.119499850138826580e-01,-6.810692546198614528e-01,-7.172836916801196283e-01
1.881809999999999761e+01,-1.642058606784790875e-01,2.765786007527433754e-01,-7.029255131619094321e-01,-6.976022763779904379e-01
1.884899999999999665e+01,-1.562098295628626676e-01,2.409346412115875857e-01,-7.241948202871418827e-01,-6.792558431670179253e-01
1.887989999999999924e+01,-1.493170319037525895e-01,2.051990876599285030e-01,-7.449150370280747113e-01,-6.620277298805647970e-01
1.891079999999999828e+01,-1.435279384919537216e-01,1.695196742937561396e-01,-7.651175915795477289e-01,-6.457184244677764973e-01
1.894169999999999732e+01,-1.388388863097924364e-01,1.340171833688926784e-01,-7.848280214477794114e-01,-6.301461921767195218e-01
1.897259999999999636e+01,-1.352428280369308289e-01,9.879066998508571895e-02,-8.040665217850210267e-01,-6.151469071865099947e-01
1.900349999999999895e+01,-1.327299349074050061e-01,6.392175248686525479e-02,-8.228484801819994088e-01,-6.005733856618430400e-01
1.903439999999999799e+01,-1.312880796382359105e-01,2.947810698721379380e-02,-8.411849859130940965e-01,-5.862944276045036762e-01
1.906529999999999703e+01,-1.309032219898404736e-01,-4.483704532943312560e-03,-8.590833069688332824e-01,-5.721937092410328551e-01
1.909619999999999962e+01,-1.315597157316219790e-01,-3.791595740440378837e-02,-8.765473318197266606e-01,-5.581686204896011416e-01
1.912709999999999866e+01,-1.332405524727745816e-01,-7.077793947683472253e-02,-8.935779752305568202e-01,-5.441291086517138220e-01
1.915799999999999770e+01,-1.359275549933582627e-01,-1.030344945847882221e-01,-9.101735489519233724e-01,-5.299965661950557516e-01
1.918889999999999674e+01,-1.396015303442739719e-01,-1.346548645977095060e-01,-9.263300990232171683e-01,-5.157027845176713754e-01
1.921979999999999933e+01,-1.442423910269007015e-01,-1.656117726982149763e-01,-9.420417119200512612e-01,-5.011889848109518653e-01
1.925069999999999837e+01,-1.498292509575243625e-01,-1.958807010212723909e-01,-9.573007920050086161e-01,-4.864049300315541058e-01
1.928159999999999741e+01,-1.563405016132234093e-01,-2.254393245590854966e-01,-9.720983127887498076e-01,-4.713081174384926575e-01
1.931249999999999645e+01,-1.637538726943196243e-01,-2.542670704821575756e-01,-9.864240444447599510e-01,-4.558630483566355474e-01
1.934339999999999904e+01,-1.720464807800392570e-01,-2.823447779596801599e-01,-1.000266759890699131e+00,-4.400405702283571863e-01
1.937429999999999808e+01,-1.811948687612483511e-01,-3.096544383892020913e-01,-1.013614421582668568e+00,-4.238172852157350845e-01
1.940519999999999712e+01,-1.911750382759147826e-01,-3.361789998555400061e-01,-1.026454350986137687e+00,-4.071750193404441998e-01
1.943609999999999971e+01,-2.019624769234797390e-01,-3.619022227961175564e-01,-1.038773382501660736e+00,-3.901003462070339323e-01
1.946699999999999875e+01,-2.135321816726703514e-01,-3.868085763943274191e-01,-1.050558003443215593e+00,-3.725841596169456316e-01
1.949789999999999779e+01,-2.258586795862906615e-01,-4.108831672701079296e-01,-1.061794481496707965e+00,-3.546212897574206324e-01
1.952879999999999683e+01,-2.389160467523430698e-01,-4.341116936834880646e-01,-1.072468980928487747e+00,-3.362101580826705183e-01
1.955969999999999942e+01,-2.526779261224412765e-01,-4.564804197907618710e-01,-1.082567668669860650e+00,-3.173524664558687869e-01
1.959059999999999846e+01,-2.671175448067527602e-01,-4.779761655571684864e-01,-1.092076811273530623e+00,-2.980529165657003765e-01
1.962149999999999750e+01,-2.822077312526157788e-01,-4.985863087859373488e-01,-1.100982863621380314e+00,-2.783189560555014985e-01
1.965239999999999654e+01,-2.979209326355512499e-01,-5.182987964121154034e-01,-1.109272550159089876e+00,-2.581605481984944328e-01
1.968329999999999913e+01,-3.142292327122092055e-01,-5.371021627640997220e-01,-1.116932939340973929e+00,-2.375899623150938833e-01
1.971419999999999817e+01,-3.311043703209117783e-01,-5.549855529423907141e-01,-1.123951511886905008e+00,-2.166215824568975823e-01
1.974509999999999721e+01,-3.485177586640880731e-01,-5.719387498252651580e-01,-1.130316223381378604e+00,-1.952717321771520187e-01
1.977599999999999625e+01,-3.664405054654286675e-01,-5.879522035015728454e-01,-1.136015561681522623e+00,-1.735585134711536970e-01
1.980689999999999884e+01,-3.848434340613357540e-01,-6.030170621655965846e-01,-1.141038599545354248e+00,-1.515016582041506243e-01
1.983779999999999788e+01,-4.036971054594037378e-01,-6.171252036985082068e-01,-1.145375042842850855e+00,-1.291223905516848125e-01
1.986869999999999692e+01,-4.229718413752152628e-01,-6.302692673143964752e-01,-1.149015274669720865e+00,-1.064432991602704548e-01
1.989959999999999951e+01,-4.426377482414281528e-01,-6.424426847729444168e-01,-1.151950395646363701e+00,-8.348821789763773149e-02
1.993049999999999855e+01,-4.626647421694094486e-01,-6.536397107614557722e-01,-1.154172260651822102e+00,-6.028211420356954786e-02
1.996139999999999759e+01,-4.830225748327041657e-01,-6.638554521304440570e-01,-1.155673512213930332e+00,-3.685098417703815132e-02
1.999229999999999663e+01,-5.036808602328588513e-01,-6.730858957330811965e-01,-1.156447610751881516e+00,-1.322175364493858793e-02
2.002319999999999922e+01,-5.246091023013439436e-01,-6.813279346725126251e-01,-1.156488861845643035e+00,1.057781544622412445e-02
2.005409999999999826e+01,-5.457767232858936612e-01,-6.885793928045903511e-01,-1.155792440687620548e+00,3.451921388984749428e-02
2.008499999999999730e+01,-5.671530928655040826e-01,-6.948390473790132527e-01,-1.154354413855406492e+00,5.857326983006604787e-02
2.011589999999999634e+01,-5.887075579350878884e-01,-7.001066497306240866e-01,-1.152171758530018630e+00,8.271022955885438954e-02
2.014679999999999893e+01,-6.104094729985196643e-01,-7.043829439560700401e-01,-1.149242379271496084e+00,1.068998348772877555e-01
2.017769999999999797e+01,-6.322282311070379635e-01,-7.076696835300881894e-01,-1.145565122452842033e+00,1.311113973485445450e-01
2.020859999999999701e+01,-6.541332952788770916e-01,-7.099696458312386715e-01,-1.141139788443863878e+00,1.553138697261652323e-01
2.023949999999999960e+01,-6.760942303351824556e-01,-7.112866445595753540e-01,-1.135967141628331456e+00,1.794759148021537465e-01
2.027039999999999864e+01,-6.980807350869591144e-01,-7.116255400391260366e-01,-1.130048918330841978e+00,2.035659718854228584e-01
2.030129999999999768e+01,-7.200626748077174621e-01,-7.109922474065263343e-01,-1.123387832723747870e+00,2.275523210910084526e-01
2.033219999999999672e+01,-7.420101139265627976e-01,-7.093937426941082647e-01,-1.115987580779365995e+00,2.514031455939159110e-01
2.036309999999999931e+01,-7.638933488769102942e-01,-7.068380668214715445e-01,-1.107852842328275189e+00,2.750865919782204960e-01
2.039399999999999835e+01,-7.856829410364472022e-01,-7.033343275142817097e-01,-1.098989281280820185e+00,2.985708287914020098e-01
2.042489999999999739e+01,-8.073497496946733243e-01,-6.988926991729479399e-01,-1.089403544065801199e+00,3.218241033958378905e-01
2.045579999999999643e+01,-8.288649649850143852e-01,-6.935244207170946362e-01,-1.079103256337774930e+00,3.448147971932921108e-01
2.048669999999999902e+01,-8.502001407194359484e-01,-6.872417914344530754e-01,-1.068097018002238219e+00,3.675114792842352762e-01
2.051759999999999806e+01,-8.713272270643370732e-01,-6.800581648651033984e-01,-1.056394396606276764e+00,3.898829586113230494e-01
2.054849999999999710e+01,-8.922186029975585075e-01,-6.719879407539187666e-01,-1.044005919140880145e+00,4.118983346254665445e-01
2.057939999999999969e+01,-9.128471084872956665e-01,-6.630465551057470597e-01,-1.030943062300132107e+00,4.335270465031733633e-01
2.061029999999999873e+01,-9.331860763348658327e-01,-6.532504683792683675e-01,-1.017218241241697685e+00,4.547389209353948081e-01
2.064119999999999777e+01,-9.532093636244054480e-01,-6.426171518566898833e-01,-1.002844796892518930e+00,4.755042185006065347e-01
2.067209999999999681e+01,-9.728913827236765899e-01,-6.311650722275377046e-01,-9.878369818433855309e-01,4.957936786281840202e-01
