t, x, xd, y, yd
6.921599999999999753e+00,-8.846501669484217734e-02,-1.337467111729449432e+00,4.230422476732925152e-01,-5.402596938991952591e-01
6.952499999999999680e+00,-1.298292391461565165e-01,-1.337669597785143383e+00,4.052969156050117427e-01,-6.087334095413823309e-01
6.983399999999999608e+00,-1.709952180260647381e-01,-1.324528460800734608e+00,3.854125921189454629e-01,-6.781544757758217745e-01
7.014299999999999535e+00,-2.115461244297764387e-01,-1.297933501445027948e+00,3.634130575815103792e-01,-7.450407471420661398e-01
7.045199999999999463e+00,-2.510791020503665427e-01,-1.258908368735871086e+00,3.394317154240655277e-01,-8.058604979239217814e-01
7.076099999999999390e+00,-2.892398723768717650e-01,-1.209541472652238436e+00,3.137054602506806900e-01,-8.575270181693395166e-01
7.106999999999999318e+00,-3.257515341794507413e-01,-1.152687348139386225e+00,2.865541602052871784e-01,-8.978113961601802417e-01
7.137899999999999245e+00,-3.604316494789142622e-01,-1.091527765775432313e+00,2.583502297743153764e-01,-9.255575395259852955e-01
7.168799999999999173e+00,-3.931953286636394873e-01,-1.029126983519200955e+00,2.294851856373762988e-01,-9.406644212712611530e-01
7.199699999999999100e+00,-4.240460180306667159e-01,-9.680949083827087298e-01,2.003397841211883301e-01,-9.438857325834232315e-01
7.230599999999999028e+00,-4.530582943694299036e-01,-9.104093258076272344e-01,1.712619634758178466e-01,-9.365417583053313733e-01
7.261499999999998956e+00,-4.803575391532353689e-01,-8.573858791318508255e-01,1.425538533862330814e-01,-9.202331776145813436e-01
7.292399999999998883e+00,-5.061003886876360713e-01,-8.097493514455553765e-01,1.144668315305603229e-01,-8.966123640308516496e-01
7.323299999999999699e+00,-5.304582722276767193e-01,-7.677542791078124651e-01,8.720248043624456713e-02,-8.672307256674410825e-01
7.354199999999999626e+00,-5.536049030945219274e-01,-7.313149325434493697e-01,6.091715112153783807e-02,-8.334555218254798836e-01
7.385099999999999554e+00,-5.757076102419697028e-01,-7.001213068597023081e-01,3.572824479407812892e-02,-7.964386106540731758e-01
7.415999999999999481e+00,-5.969219002170031985e-01,-6.737314881944928002e-01,1.172090186396783015e-02,-7.571184437737575879e-01
7.446899999999999409e+00,-6.173884883518970801e-01,-6.516394103743486932e-01,-1.104568344612191083e-02,-7.162401750770533981e-01
7.477799999999999336e+00,-6.372320827497552909e-01,-6.333212727366051009e-01,-3.253270948218893455e-02,-6.743834386449297780e-01
7.508699999999999264e+00,-6.565613325679197088e-01,-6.182652762264458923e-01,-5.271710416275747491e-02,-6.319914395359488291e-01
7.539599999999999191e+00,-6.754694964764516030e-01,-6.059892005161020556e-01,-7.158773461771139601e-02,-5.893979668559711227e-01
7.570499999999999119e+00,-6.940355160015173608e-01,-5.960495851408599277e-01,-8.914239859805428434e-02,-5.468508460699862406e-01
7.601399999999999046e+00,-7.123252808964789518e-01,-5.880453840637075436e-01,-1.053854798006964577e-01,-5.045314570959471556e-01
7.632299999999998974e+00,-7.303929495505507852e-01,-5.816181588878714948e-01,-1.203261477132944041e-01,-4.625705229022715192e-01
7.663199999999998902e+00,-7.482822409076840264e-01,-5.764502344743975826e-01,-1.339769934668895435e-01,-4.210606280640865617e-01
7.694099999999998829e+00,-7.660276505956726822e-01,-5.722617636603635205e-01,-1.463530088444435218e-01,-3.800659999569733216e-01
7.724999999999999645e+00,-7.836555676707989138e-01,-5.688073090889043115e-01,-1.574708319106172816e-01,-3.396300658219689739e-01
7.755899999999999572e+00,-8.011852833468746660e-01,-5.658723177950909511e-01,-1.673481977167803059e-01,-2.997812387260092581e-01
7.786799999999999500e+00,-8.186298921230981129e-01,-5.632697091459928362e-01,-1.760035454202653060e-01,-2.605373128112716263e-01
7.817699999999999427e+00,-8.359970908687326396e-01,-5.608366958859148932e-01,-1.834557438014682018e-01,-2.219087774069521957e-01
7.848599999999999355e+00,-8.532898840588103440e-01,-5.584318941680630477e-01,-1.897239057336792545e-01,-1.839012967977465829e-01
7.879499999999999282e+00,-8.705072044253345798e-01,-5.559327392721282735e-01,-1.948272689447204664e-01,-1.465175496537984290e-01
7.910399999999999210e+00,-8.876444584158076356e-01,-5.532332006939623126e-01,-1.987851257161799834e-01,-1.097585791548874590e-01
7.941299999999999137e+00,-9.046940054397036857e-01,-5.502417776672831051e-01,-2.016167882830781077e-01,-7.362477059244393329e-02
7.972199999999999065e+00,-9.216455791910245221e-01,-5.468797500807038858e-01,-2.033415798725367041e-01,-3.811654632056753200e-02
8.003099999999999881e+00,-9.384866585211215639e-01,-5.430796576501866202e-01,-2.039788437597496173e-01,-3.234846983726349934e-03
8.033999999999998920e+00,-9.552027944966738904e-01,-5.387839804535233812e-01,-2.035479645884420985e-01,3.101854824186436183e-02
8.064899999999999736e+00,-9.717778994682686466e-01,-5.339439954806134425e-01,-2.020683976316215991e-01,6.464082211629600117e-02
8.095799999999998775e+00,-9.881945032246035598e-01,-5.285187860440608842e-01,-1.995597027587318328e-01,9.762800979666233503e-02
8.126699999999999591e+00,-1.004433980629202861e+00,-5.224743833273192140e-01,-1.960415807063233540e-01,1.299749558944653938e-01
8.157599999999998630e+00,-1.020476754534005659e+00,-5.157830217853930366e-01,-1.915339098819209274e-01,1.616753203327184474e-01
8.188499999999999446e+00,-1.036302477235376385e+00,-5.084224924237313870e-01,-1.860567824116131641e-01,1.927216194849588060e-01
8.219399999999998485e+00,-1.051890193277674745e+00,-5.003755800978820778e-01,-1.796305385068314719e-01,2.231052923472182647e-01
8.250299999999999301e+00,-1.067218486011265011e+00,-4.916295728730926129e-01,-1.722757985021575455e-01,2.528167839907398684e-01
8.281199999999998340e+00,-1.082265609968624531e+00,-4.821758331566225464e-01,-1.640134921247858035e-01,2.818456404494463219e-01
8.312099999999999156e+00,-1.097009610827485826e+00,-4.720094217764833067e-01,-1.548648847133909934e-01,3.101806106514587991e-01
8.342999999999999972e+00,-1.111428434477198968e+00,-4.611287674460895492e-01,-1.448516002219230603e-01,3.378097521141165682e-01
8.373899999999999011e+00,-1.125500026488198468e+00,-4.495353751449276958e-01,-1.339956409315258834e-01,3.647205379685125592e-01
8.404799999999999827e+00,-1.139202423099348049e+00,-4.372335678815552629e-01,-1.223194038585892762e-01,3.908999635241111048e-01
8.435699999999998866e+00,-1.152513834679650850e+00,-4.242302571067355643e-01,-1.098456938943229017e-01,4.163346510741133821e-01
8.466599999999999682e+00,-1.165412722485478003e+00,-4.105347377294542577e-01,-9.659773374535582380e-02,4.410109520140540473e-01
8.497499999999998721e+00,-1.177877869418634260e+00,-3.961585042733856699e-01,-8.259917076901752975e-02,4.649150456271717302e-01
8.528399999999999537e+00,-1.189888445391556582e+00,-3.811150852103192821e-01,-6.787408081345912281e-02,4.880330341019273321e-01
8.559299999999998576e+00,-1.201424067821069919e+00,-3.654198929328634216e-01,-5.244696918368274563e-02,5.103510335055609914e-01
8.590199999999999392e+00,-1.212464857699519394e+00,-3.490900871920501469e-01,-3.634276886111348359e-02,5.318552605556339241e-01
8.621099999999998431e+00,-1.222991491629787486e+00,-3.321444501357940782e-01,-1.958683610787383469e-02,5.525321151183352208e-01
8.651999999999999247e+00,-1.232985250157345947e+00,-3.146032713492364352e-01,-2.204943588034694729e-03,5.723682584256567507e-01
8.682899999999998286e+00,-1.242428062686644186e+00,-2.964882415248363268e-01,1.577672886231934468e-02,5.913506870486995304e-01
8.713799999999999102e+00,-1.251302549229848626e+00,-2.778223535841694569e-01,3.433160568610352237e-02,6.094668026960397000e-01
8.744699999999999918e+00,-1.259592059202148340e+00,-2.586298102398832399e-01,5.343272914963817510e-02,6.267044779273075461e-01
8.775599999999998957e+00,-1.267280707448878552e+00,-2.389359371290328549e-01,7.305277485582767349e-02,6.430521178857760978e-01
8.806499999999999773e+00,-1.274353407664793769e+00,-2.187671007717936766e-01,9.316406910480121151e-02,6.584987181615630236e-01
8.837399999999998812e+00,-1.280795903344443820e+00,-1.981506307151618407e-01,1.137386079842145903e-01,6.730339189006749878e-01
8.868299999999999628e+00,-1.286594796384275208e+00,-1.771147453122083326e-01,1.347480780750294482e-01,6.866480552757281419e-01
8.899199999999998667e+00,-1.291737573441318565e+00,-1.556884806660325249e-01,1.561638786620806463e-01,6.993322044325215314e-01
8.930099999999999483e+00,-1.296212630139876643e+00,-1.339016223353217405e-01,1.779571453422993110e-01,7.110782290236005165e-01
8.960999999999998522e+00,-1.300009293206072947e+00,-1.117846394571877511e-01,2.000987749267560956e-01,7.218788174358089504e-01
8.991899999999999338e+00,-1.303117840600308330e+00,-8.936862099371849222e-02,2.225594515360019843e-01,7.317275208141907905e-01
9.022799999999998377e+00,-1.305529519709281105e+00,-6.668521385286700631e-02,2.453096737911903968e-01,7.406187869795514134e-01
9.053699999999999193e+00,-1.307236563652140138e+00,-4.376656267252695964e-02,2.683197830064739664e-01,7.485479913319186274e-01
9.084599999999998232e+00,-1.308232205749332744e+00,-2.064525109004110640e-02,2.915599922908574393e-01,7.555114648270374600e-01
9.115499999999999048e+00,-1.308510692197680569e+00,2.645755651693469657e-03,3.150004164703892884e-01,7.615065191081523688e-01
9.146399999999999864e+00,-1.308067292991014874e+00,2.607316688499632107e-02,3.386111027439583365e-01,7.665314688706122981e-01
9.177299999999998903e+00,-1.306898311122235867e+00,4.960342158654727773e-02,3.623620619883648475e-01,7.705856515324445155e-01
9.208199999999999719e+00,-1.305001090099829009e+00,7.320274241709730234e-02,3.862233006304827687e-01,7.736694442799177951e-01
9.239099999999998758e+00,-1.302374019809598771e+00,9.683718879711480931e-02,4.101648530064047060e-01,7.757842785533243246e-01
9.269999999999999574e+00,-1.299016540750586701e+00,1.204727090690722313e-01,4.341568141294686045e-01,7.769326520347428211e-01
9.300899999999998613e+00,-1.294929146672788800e+00,1.440751917841346930e-01,4.581693727908481839e-01,7.771181381963739865e-01
9.331799999999999429e+00,-1.290113385643282040e+00,1.676105161398354915e-01,4.821728449182410836e-01,7.763453934651926014e-01
9.362699999999998468e+00,-1.284571859566723040e+00,1.910446015853874968e-01,5.061377071197822319e-01,7.746201620570829505e-01
9.393599999999999284e+00,-1.278308222185782661e+00,2.143434566027445642e-01,5.300346303420053751e-01,7.719492785313287753e-01
9.424499999999998323e+00,-1.271327175586970393e+00,2.374732266639053013e-01,5.538345135721267631e-01,7.683406681142752603e-01
9.455399999999999139e+00,-1.263634465237369664e+00,2.604002413584504128e-01,5.775085175164929030e-01,7.638033448391541302e-01
9.486299999999998178e+00,-1.255236873578103429e+00,2.830910606794713735e-01,6.010280981883728835e-01,7.583474075474494480e-01
9.517199999999998994e+00,-1.246142212200770594e+00,3.055125204511256465e-01,6.243650403397424942e-01,7.519840337957331977e-01
9.548099999999999810e+00,-1.236359312633708019e+00,3.276317768766119909e-01,6.474914906729603015e-01,7.447254717106358557e-01
9.578999999999998849e+00,-1.225898015765620963e+00,3.494163501816564543e-01,6.703799907696096350e-01,7.365850298334618573e-01
9.609899999999999665e+00,-1.214769159934963261e+00,3.708341673252861792e-01,6.930035096750019052e-01,7.275770649949393487e-01
9.640799999999998704e+00,-1.202984567714366904e+00,3.918536037468571265e-01,7.153354760780726851e-01,7.177169682596624689e-01
9.671699999999999520e+00,-1.190557031420397260e+00,4.124435241159372101e-01,7.373498100276560940e-01,7.070211489788998938e-01
9.702599999999998559e+00,-1.177500297380007055e+00,4.325733220495285303e-01,7.590209541272336935e-01,6.955070169896484522e-01
9.733499999999999375e+00,-1.163829048986149584e+00,4.522129587594597155e-01,7.803239041514917762e-01,6.831929629969833995e-01
9.764399999999998414e+00,-1.149558888576222682e+00,4.713330005912590992e-01,8.012342390290733141e-01,6.700983371759980933e-01
9.795299999999999230e+00,-1.134706318168188677e+00,4.899046554147083454e-01,8.217281501371002106e-01,6.562434260287689503e-01
9.826199999999998269e+00,-1.119288719090504536e+00,5.078998078252385806e-01,8.417824698540424810e-01,6.416494275309658768e-01
9.857099999999999085e+00,-1.103324330543222098e+00,5.252910531146497419e-01,8.613746993186468526e-01,6.263384246017501544e-01
9.887999999999998124e+00,-1.086832227128962547e+00,5.420517299689880941e-01,8.804830353435832979e-01,6.103333569296296446e-01
9.918899999999998940e+00,-1.069832295393725152e+00,5.581559518510754714e-01,8.990863964335346070e-01,5.936579911857426950e-01
9.949799999999999756e+00,-1.052345209418862115e+00,5.735786370248565635e-01,9.171644478583370619e-01,5.763368896548062281e-01
9.980699999999998795e+00,-1.034392405506829427e+00,5.882955371786605658e-01,9.346976257327529458e-01,5.583953773124425979e-01
1.001159999999999961e+01,-1.015996056004677239e+00,6.022832646044279370e-01,9.516671600552794041e-01,5.398595073759525631e-01
1.004249999999999865e+01,-9.971790423105744150e-01,6.155193178900626449e-01,9.680550966592076367e-01,5.207560253536807071e-01
1.007339999999999947e+01,-9.779649271099464247e-01,6.279821060823043144e-01,9.838443180299232260e-01,5.011123316158794250e-01
1.010429999999999851e+01,-9.583779258891718111e-01,6.396509712777742607e-01,9.990185629430550218e-01,4.809564425075091298e-01
1.013519999999999932e+01,-9.384428777760239759e-01,6.505062096002929284e-01,1.013562444878725710e+00,4.603169500204532527e-01
1.016609999999999836e+01,-9.181852157573976436e-01,6.605290905230092324e-01,1.027461469167591623e+00,4.392229800393844252e-01
1.019699999999999918e+01,-8.976309363260627228e-01,6.697018744945042457e-01,1.040702048824794002e+00,4.177041491716651511e-01
1.022789999999999822e+01,-8.768065686095124489e-01,6.780078288286669475e-01,1.053271519028150305e+00,3.957905201674206674e-01
1.025879999999999903e+01,-8.557391430351281025e-01,6.854312418189572043e-01,1.065158150197078379e+00,3.735125559309240284e-01
1.028969999999999985e+01,-8.344561595871620163e-01,6.919574350385294670e-01,1.076351159628647025e+00,3.509010721189081972e-01
1.032059999999999889e+01,-8.129855557121459242e-01,6.975727737887479352e-01,1.086840721646960439e+00,3.279871883149713119e-01
1.035149999999999970e+01,-7.913556739305178667e-01,7.022646756597835660e-01,1.096617976221609059e+00,3.048022777620456036e-01
1.038239999999999874e+01,-7.695952292133582118e-01,7.060216171683513231e-01,1.105675036010244083e+00,2.813779156266709158e-01
1.041329999999999956e+01,-7.477332761841414266e-01,7.088331384392403400e-01,1.114004991779396381e+00,2.577458257594336111e-01
1.044419999999999860e+01,-7.257991762064794905e-01,7.106898458991287582e-01,1.121601916156370837e+00,2.339378259054101794e-01
1.047509999999999941e+01,-7.038225644196980380e-01,7.115834129533742392e-01,1.128460865663470925e+00,2.099857713063610354e-01
1.050599999999999845e+01,-6.818333167850295640e-01,7.115065786190511998e-01,1.134577880983770992e+00,1.859214966228816268e-01
1.053689999999999927e+01,-6.598615172059113521e-01,7.104531440906063366e-01,1.139949985405229071e+00,1.617767560891844036e-01
1.056779999999999831e+01,-6.379374247866267389e-01,7.084179672182104870e-01,1.144575181386947804e+00,1.375831617957565811e-01
1.059869999999999912e+01,-6.160914412940001750e-01,7.053969548833610714e-01,1.148452445187871707e+00,1.133721199751821923e-01
1.062959999999999816e+01,-5.943540788873301617e-01,7.013870532617119125e-01,1.151581719493997458e+00,8.917476514396266429e-02
1.066049999999999898e+01,-5.727559281818771497e-01,6.963862359696848525e-01,1.153963903975255612e+00,6.502189192750201796e-02
1.069139999999999979e+01,-5.513276267112880991e-01,6.903934900994510571e-01,1.155600843697428992e+00,4.094388436646323459e-02
1.072229999999999883e+01,-5.300998278539812425e-01,6.834088001566580584e-01,1.156495315307748184e+00,1.697064246963494311e-02
1.075319999999999965e+01,-5.091031702879362797e-01,6.754331299272730016e-01,1.156651010904976351e+00,-6.868494258992986073e-03
1.078409999999999869e+01,-4.883682480372987800e-01,6.664684023146052461e-01,1.156072519495735085e+00,-3.054482663387145941e-02
1.081499999999999950e+01,-4.679255811726290570e-01,6.565174772055749619e-01,1.154765305928363794e+00,-5.403037930570570024e-02
1.084589999999999854e+01,-4.478055872245375046e-01,6.455841274474447555e-01,1.152735687183538138e+00,-7.729798840198753851e-02
1.087679999999999936e+01,-4.280385533674577747e-01,6.336730130433875230e-01,1.149990805886987655e+00,-1.003213937716843085e-01
1.090769999999999840e+01,-4.086546094265371964e-01,6.207896537087339572e-01,1.146538600893701521e+00,-1.230753363869550032e-01
1.093859999999999921e+01,-3.896837017555531135e-01,6.069403999708458119e-01,1.142387774774689335e+00,-1.455356615363087025e-01
1.096949999999999825e+01,-3.711555680274282176e-01,5.921324030462546961e-01,1.137547758016365318e+00,-1.676794285363304993e-01
1.100039999999999907e+01,-3.530997129706964777e-01,5.763735837910703985e-01,1.132028669718549319e+00,-1.894850277948752493e-01
1.103129999999999811e+01,-3.355453850750470535e-01,5.596726010976377230e-01,1.125841274549535420e+00,-2.109323061788968001e-01
1.106219999999999892e+01,-3.185215542760663765e-01,5.420388202052650595e-01,1.118996935685136807e+00,-2.320027017771271738e-01
1.109309999999999974e+01,-3.020568906131612663e-01,5.234822815100361737e-01,1.111507563422595934e+00,-2.526793893034738336e-01
1.112399999999999878e+01,-2.861797438343564037e-01,5.040136706033517822e-01,1.103385559119055115e+00,-2.729474375639117101e-01
1.115489999999999959e+01,-2.709181238964822880e-01,4.836442904477309956e-01,1.094643754057298635e+00,-2.927939806100455233e-01
1.118579999999999863e+01,-2.562996822778985107e-01,4.623860368196641701e-01,1.085295342787894413e+00,-3.122084044291353888e-01
1.121669999999999945e+01,-2.423516939818738669e-01,4.402513784231981142e-01,1.075353810435817348e+00,-3.311825512757759493e-01
1.124759999999999849e+01,-2.291010400603634700e-01,4.172533434174239830e-01,1.064832853390272005e+00,-3.497109440368112443e-01
1.127849999999999930e+01,-2.165741904277362351e-01,3.934055145218643967e-01,1.053746292717651967e+00,-3.677910333405684518e-01
1.130939999999999834e+01,-2.047971866594111290e-01,3.687220353861881961e-01,1.042107979548460239e+00,-3.854234704748250584e-01
1.134029999999999916e+01,-1.937956243776398357e-01,3.432176315593158389e-01,1.029931691588399145e+00,-4.026124095648157541e-01
1.137119999999999820e+01,-1.835946347116627908e-01,3.169076501992335593e-01,1.017231019790854063e+00,-4.193658428797610860e-01
1.140209999999999901e+01,-1.742188641765307633e-01,2.898081236671014582e-01,1.004019244101656438e+00,-4.356959735773294207e-01
1.143299999999999805e+01,-1.656924521374267545e-01,2.619358633960490179e-01,9.903091970469165561e-01,-4.516196306472614053e-01
1.146389999999999887e+01,-1.580390048057325747e-01,2.333085919757804383e-01,9.761131137806646763e-01,-4.671587312571696127e-01
1.149479999999999968e+01,-1.512815644390202996e-01,2.039451233229399030e-01,9.614424670419945418e-01,-4.823407961011591527e-01
1.152569999999999872e+01,-1.454425720764395691e-01,1.738656032043715549e-01,9.463077852933132750e-01,-4.971995236533364726e-01
1.155659999999999954e+01,-1.405438217176032123e-01,1.430918253566909604e-01,9.307184521264222354e-01,-5.117754293543264055e-01
1.158749999999999858e+01,-1.366064033270910361e-01,1.116476421337517233e-01,9.146824848385167739e-01,-5.261165555924773862e-01
1.161839999999999939e+01,-1.336506313937422807e-01,7.955949317122124054e-02,8.982062899073055551e-01,-5.402792577106414473e-01
1.164929999999999843e+01,-1.316959549643998140e-01,4.685708116714497329e-02,8.812943929514016617e-01,-5.543290699248298870e-01
1.168019999999999925e+01,-1.307608440700441521e-01,1.357423074215206166e-02,8.639491406759971515e-01,-5.683416526242591749e-01
1.171109999999999829e+01,-1.308626462262845735e-01,-2.025002532297406205e-02,8.461703723154019308e-01,-5.824038185216745545e-01
1.174199999999999910e+01,-1.320174051713370322e-01,-5.457007817109571501e-02,8.279550582525450064e-01,-5.966146288149226651e-01
1.177289999999999814e+01,-1.342396321489182920e-01,-8.933202715651894499e-02,8.092969039073593107e-01,-6.110865408904907481e-01
1.180379999999999896e+01,-1.375420177943409983e-01,-1.244715365873154955e-01,7.901859177640978560e-01,-6.259465747385457579e-01
1.183469999999999800e+01,-1.419350699866541721e-01,-1.599111699975017120e-01,7.706079437268154031e-01,-6.413374442257451236e-01
1.186559999999999881e+01,-1.474266598506382142e-01,-1.955570910877998669e-01,7.505441600963679294e-01,-6.574185690838107998e-01
1.189649999999999963e+01,-1.540214544290402221e-01,-2.312950054364630859e-01,7.299705506885775241e-01,-6.743668404877778411e-01
1.192739999999999867e+01,-1.617202104690100561e-01,-2.669852060705216745e-01,7.088573584188148091e-01,-6.923769530424995766e-01
1.195829999999999949e+01,-1.705188994788006951e-01,-3.024565844839940953e-01,6.871685386707114818e-01,-7.116610335611522897e-01
1.198919999999999852e+01,-1.804076301349480937e-01,-3.374994858334917636e-01,6.648612397280907471e-01,-7.324471862902249830e-01
1.202009999999999934e+01,-1.913693310413928372e-01,-3.718573374377189267e-01,6.418853514425201245e-01,-7.549764296628564963e-01
1.205099999999999838e+01,-2.033781561100743707e-01,-4.052170857198920673e-01,6.181831822371374185e-01,-7.794973182577821236e-01
1.208189999999999920e+01,-2.163975786405409607e-01,-4.371986709670706572e-01,5.936893496139116211e-01,-8.062573293047962109e-01
1.211279999999999824e+01,-2.303781519069651729e-01,-4.673440962791665099e-01,5.683310013190044918e-01,-8.354898643587690410e-01
1.214369999999999905e+01,-2.452549386477872462e-01,-4.951071619403047963e-01,5.420285230557471134e-01,-8.673955195779488037e-01
1.217459999999999809e+01,-2.609446559935035825e-01,-5.198456957837135350e-01,5.146969318695954199e-01,-9.021162043286821142e-01
1.220549999999999891e+01,-2.773426542451318255e-01,-5.408191475297131623e-01,4.862481959688073063e-01,-9.397008986026332833e-01
1.223639999999999795e+01,-2.943199557803288235e-01,-5.571956899855853296e-01,4.565947493876406638e-01,-9.800625840933302468e-01
1.226729999999999876e+01,-3.117207289858882069e-01,-5.680742797054453286e-01,4.256544621121842731e-01,-1.022927491939682021e+00
1.229819999999999958e+01,-3.293607559574849297e-01,-5.725279883444277518e-01,3.933572510278948164e-01,-1.067780617163226919e+00
1.232909999999999862e+01,-3.470276453558174823e-01,-5.696744462307380408e-01,3.596533342860435689e-01,-1.113815588540498780e+00
1.235999999999999943e+01,-3.644836837543681263e-01,-5.587762043161297321e-01,3.245228051288008286e-01,-1.159902000943805689e+00
1.239089999999999847e+01,-3.814722111210587796e-01,-5.393670133344257156e-01,2.879857239160179549e-01,-1.204587689490405733e+00
1.242179999999999929e+01,-3.977281245675278187e-01,-5.113892213696509259e-01,2.501113599562003742e-01,-1.246154292607776881e+00
1.245269999999999833e+01,-4.129924613365624220e-01,-4.753148589433696669e-01,2.110247213095185481e-01,-1.282738245706372737e+00
1.248359999999999914e+01,-4.270300060100946649e-01,-4.322139320037403643e-01,1.709083506633976568e-01,-1.312513893629724260e+00
1.251449999999999818e+01,-4.396477323655830771e-01,-3.837353774774239223e-01,1.299978035799134179e-01,-1.333913053311618135e+00
1.254539999999999900e+01,-4.507110568381403337e-01,-3.319839863479371878e-01,8.857035743783386872e-02,-1.345834699343732899e+00
1.257629999999999804e+01,-4.601548176563412529e-01,-2.793072404166599965e-01,4.692808832069651770e-02,-1.347791430663825007e+00
1.260719999999999885e+01,-4.679868213309826830e-01,-2.280368040342309610e-01,5.377938679558734447e-03,-1.339953494058267358e+00
1.263809999999999789e+01,-4.742834729249104653e-01,-1.802446977044200593e-01,-3.578784251379157205e-02,-1.323082299378252280e+00
1.266899999999999871e+01,-4.791787951324853467e-01,-1.375660485733088967e-01,-7.630779041264029727e-02,-1.298378871008118107e+00
1.269989999999999952e+01,-4.828493720501089159e-01,-1.011142773483591772e-01,-1.159618963832947935e-01,-1.267292930521602301e+00
1.273079999999999856e+01,-4.854980837877236888e-01,-7.148488734509392262e-02,-1.545763815796858953e-01,-1.231338850560767639e+00
1.276169999999999938e+01,-4.873390281977529326e-01,-4.882347575778460402e-02,-1.920233247048980241e-01,-1.191950343521656741e+00
1.279259999999999842e+01,-4.885851346088388447e-01,-3.292688949752055338e-02,-2.282165850023745446e-01,-1.150386617171060610e+00
1.282349999999999923e+01,-4.894390589662220292e-01,-2.335069435300583807e-02,-2.631055994829498701e-01,-1.107687244353693590e+00
1.285439999999999827e+01,-4.900872581225103608e-01,-1.950537078000755264e-02,-2.966683993765591443e-01,-1.064664557063581096e+00
1.288529999999999909e+01,-4.906967451220125565e-01,-2.073291635614882625e-02,-3.289047988807115019e-01,-1.021920251665784374e+00
1.291619999999999813e+01,-4.914138827505011853e-01,-2.636231934792033355e-02,-3.598303179074602842e-01,-9.798746093100455523e-01
1.294709999999999894e+01,-4.923645918787067366e-01,-3.574623314377098349e-02,-3.894710902120120388e-01,-9.387999350454959702e-01
1.297799999999999798e+01,-4.936554521196914180e-01,-4.828274935842026550e-02,-4.178597992014029816e-01,-8.988529988895094247e-01
1.300889999999999880e+01,-4.953752976291487253e-01,-6.342631340873101931e-02,-4.450325631729333820e-01,-8.601037568800665722e-01
1.303979999999999784e+01,-4.975970283964141760e-01,-8.069127601028198982e-02,-4.710266356263361764e-01,-8.225593137778203223e-01
1.307069999999999865e+01,-5.003794534965831931e-01,-9.965079743194160677e-02,-4.958787711588497626e-01,-7.861830881128504256e-01
1.310159999999999947e+01,-5.037690548480359132e-01,-1.199330686522607214e-01,-5.196241151394018765e-01,-7.509096512320581063e-01
1.313249999999999851e+01,-5.078016106745103508e-01,-1.412161887989911158e-01,-5.422954936532345949e-01,-7.166559139423623881e-01
1.316339999999999932e+01,-5.125036515535298376e-01,-1.632225641324496768e-01,-5.639230017481243751e-01,-6.833293606354449157e-01
1.319429999999999836e+01,-5.178937431254537760e-01,-1.857133554578105639e-01,-5.845338088359094408e-01,-6.508339694414373433e-01
1.322519999999999918e+01,-5.239836020203165745e-01,-2.084832706285306980e-01,-6.041521183929822181e-01,-6.190743608754527560e-01
1.325609999999999822e+01,-5.307790582335214502e-01,-2.313558486503934641e-01,-6.227992342832933126e-01,-5.879586155906126876e-01
1.328699999999999903e+01,-5.382808801403768939e-01,-2.541792881004211191e-01,-6.404936981661951689e-01,-5.574001083399154899e-01
1.331789999999999807e+01,-5.464854790294828568e-01,-2.768228169299145613e-01,-6.572514719079829426e-01,-5.273186256102100344e-01
1.334879999999999889e+01,-5.553855094196549214e-01,-2.991735700465286696e-01,-6.730861461423086611e-01,-4.976409695991843019e-01
1.337969999999999793e+01,-5.649703801254576385e-01,-3.211339262096782332e-01,-6.880091615642898173e-01,-4.683012000677688746e-01
1.341059999999999874e+01,-5.752266894395428043e-01,-3.426192505641637021e-01,-7.020300335879616771e-01,-4.392406260872140367e-01
1.344149999999999778e+01,-5.861385961370666475e-01,-3.635559895411592524e-01,-7.151565739720033843e-01,-4.104076296416355185e-01
1.347239999999999860e+01,-5.976881364091943816e-01,-3.838800682966440614e-01,-7.273951051853109195e-01,-3.817573804502712442e-01
1.350329999999999941e+01,-6.098554953660516587e-01,-4.035355457345444763e-01,-7.387506648453792124e-01,-3.532514845469374443e-01
1.353419999999999845e+01,-6.226192404428209093e-01,-4.224734875154170788e-01,-7.492271986750468349e-01,-3.248575967228174433e-01
1.356509999999999927e+01,-6.359565229012803522e-01,-4.406510227315416084e-01,-7.588277412051783744e-01,-2.965490178199948201e-01
1.359599999999999831e+01,-6.498432526357242889e-01,-4.580305548440900543e-01,-7.675545839912633062e-01,-2.683042912198728147e-01
1.362689999999999912e+01,-6.642542506532256308e-01,-4.745791018935053285e-01,-7.754094314768721352e-01,-2.401068080651387882e-01
1.365779999999999816e+01,-6.791633828872696288e-01,-4.902677448695949014e-01,-7.823935448753639443e-01,-2.119444273055176575e-01
1.368869999999999898e+01,-6.945436784044678458e-01,-5.050711664754513608e-01,-7.885078745893997487e-01,-1.838091142059599947e-01
1.371959999999999802e+01,-7.103674345604125140e-01,-5.189672653784759282e-01,-7.937531817720161476e-01,-1.556965992336854510e-01
1.375049999999999883e+01,-7.266063112386504930e-01,-5.319368334645039331e-01,-7.981301496726913580e-01,-1.276060580488679042e-01
1.378139999999999787e+01,-7.432314159533908171e-01,-5.439632856520140169e-01,-8.016394854209035747e-01,-9.953981251669453967e-02
